,name,ep,lan
434,Lee's Detective Agency: A Holiday of Two Hours,Ep 1/1,SUB
435,Lee's Detective Agency: Once Upon a Time in Lungmen,Ep 1/1,SUB
436,Supreme God Emperor Season 2,Ep 286/288,SUB
437,Edens Zero (Recap Movie),Ep 1/1,SUB
438,Mobile Suit Gundam: Cucuruz Doan's Island,Ep Full,"SUB
DUB"
439,The Girl Downstairs,Ep 22/22,SUB
440,Since I Wasn't the Heroine,Ep 16/16,SUB
441,Pokémon Horizons: The Series,Ep 50,"SUB
DUB"
442,"World, Before You End",Ep Full,SUB
443,BeyWarriors Cyborg Special,Ep 2/2,"SUB
DUB"
444,Kaguya-sama: Love is War - The First Kiss That Never Ends,Ep 4/4,"SUB
DUB"
445,"The Tunnel to Summer, the Exit of Goodbye",Ep Full,"SUB
DUB"
446,My Life as Inukai-san’s Dog. OVA,Ep 2/2,SUB
447,Tenchi Muyou! GXP: Paradise Shidou-hen,Ep 6/6,SUB
448,My Heroic Husband,Ep 12/12,SUB
449,Yakitori: Soldiers of Misfortune,Ep 6/6,"SUB
DUB"
450,Monster But Wild,Ep 12/12,SUB
451,Xyrin Empire,Ep 16/16,SUB
452,Ultraman Final,Ep 12/12,"SUB
DUB"
453,Uma Musume: Pretty Derby - Road to the Top,Ep 4/4,SUB
454,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,Ep 12/12,SUB
455,Bucchigiri?!,Ep 12/12,"SUB
DUB"
456,"Tis Time for ""Torture,"" Princess",Ep 12/12,SUB
457,The Demon Prince of Momochi House,Ep 12/12,"SUB
DUB"
458,Sengoku Youko,Ep 13/13,SUB
459,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,Ep 12/12,SUB
460,The Way of Pon,Ep 12/12,SUB
461,Sasaki and Peeps,Ep 12/12,"SUB
DUB"
462,The Strongest Tank's Labyrinth Raids: A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party,Ep 12/12,SUB
463,The Fire Hunter Season 2,Ep 10/10,SUB
464,Synduality: Noir Part 2,Ep 12/12,SUB
465,Science SARU x MBS Original Short Anime Daisakusen!,Ep 4/4,SUB
466,The Legend of Super normal Pref. CHIBA,Ep 8,SUB
467,Delusional Monthly Magazine,Ep 12/12,SUB
468,Meiji Gekken: 1874,Ep 10/10,SUB
469,Snack Basue,Ep 13/13,SUB
470,Yami Shibai 12,Ep 13/13,SUB
471,Bang Brave Bang Bravern,Ep 12/12,SUB
472,Cardfight!! Vanguard: Divinez,Ep 13/13,"SUB
DUB"
473,Great Pretender: Razbliuto,Ep 1,SUB
474,Ancient Lords,Ep 2,SUB
475,Solo Leveling,Ep 12/12,"SUB
DUB"
476,Psycho-Pass Movie: Providence,Ep Full,"SUB
DUB"
477,Zhen Dao Ge: Chen Shi Xing,Ep 1/1,SUB
478,The Mirror: Twin Cities,Ep 16/18,SUB
479,The Daily Life of the Immortal King 4,Ep 12/12,"SUB
DUB"
480,Zhen Dao Ge Specials,Ep 2/2,SUB
481,Zhen Dao Ge 2nd Season,Ep 8,SUB
482,Zhen Dao Ge: Qian li bu Liu Xing,Ep 12/12,SUB
483,Transcending the Nine Heavens,Ep 12/12,SUB
484,Dropkick on My Devil!!: End of Century Edition,Ep 1/1,SUB
485,Burn the Witch #0.8,Ep 1/1,SUB
486,TenPuru: No One Can Live on Loneliness Specials,Ep 1/2,"SUB
DUB"
487,White Snake 2: The Tribulation of the Green Snake,Ep Full,"SUB
DUB"
488,Luoyang,Ep 16/16,SUB
489,Fabulous Beasts 2nd Season,Ep 12/12,SUB
490,Fabulous Beasts,Ep 12/12,SUB
491,Purple River,Ep 42/42,SUB
492,Full-Time Magister 6th Season,Ep 12/12,SUB
493,Luoyang Movie,Ep 1/1,SUB
494,Detective Conan Movie 26: Black Iron Submarine,Ep Full,SUB
495,Ghost Tale,Ep 1/1,SUB
496,Journey to Bloom,Ep 5/5,SUB
497,Against The Sky Supreme,Ep 253/260,SUB
498,Gratitude of the Crane in Timeless,Ep 1/1,SUB
499,The Demon Hunter,Ep 26/26,SUB
500,Throne of Seal 2nd Season,Ep 71/78,SUB
501,That Time I Got Reincarnated as a Slime: Visions of Coleus,Ep 3/3,SUB
502,Novoland Eagle Flag,Ep 13/13,SUB
503,Sousou no Frieren - Marumaru no Mahou (Mini Anime),Ep 12/12,SUB
504,Martial God Asura,Ep 16/16,SUB
505,This Shouldn't Lead to Love,Ep 1/1,SUB
506,Love Live! Nijigasaki High School Idol Club: Next Sky,Ep 1/1,SUB
507,One Piece: A Comprehensive Anatomy! The Legend of Kozuki Oden!,Ep 1/1,"SUB
DUB"
508,Shrouding the Heavens,Ep 46/52,SUB
509,Ten Thousand Worlds 2nd Season,Ep 122,SUB
510,Wan Jie Xian Zong 5th Season,Ep 224,SUB
511,Beyblade X,Ep 31,SUB
512,Law of Devil,Ep 10,SUB
513,Pause! Let Me Check the Walkthrough First,Ep 12/12,SUB
514,My Hero Academia: UA Heroes Battle,Ep Full,"SUB
DUB"
515,Tokyo Revengers: Tenjiku-hen [Uncensored],Ep 13/13,SUB
516,Onmyouji,Ep 13/13,"SUB
DUB"
517,Gundam Build Metaverse,Ep 3/3,SUB
518,Onimusha,Ep 8/8,"SUB
DUB"
519,Good Night World,Ep 12/12,"SUB
DUB"
520,Heaven Official's Blessing Season 2,Ep 12/12,"SUB
DUB"
521,Ochibi-san,Ep 24/24,SUB
522,Bikkurimen,Ep 12/12,SUB
523,Kizuna no Allele Season 2,Ep 12/12,SUB
524,Kawagoe Boys Sing,Ep 12/12,SUB
525,Dog Signal,Ep 20/20,SUB
526,Kibou no Chikara: Otona Precure '23,Ep 12/12,SUB
527,Bullbuster,Ep 12/12,SUB
528,HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS,Ep 12,SUB
529,My New Boss Is Goofy,Ep 12/12,SUB
530,16bit Sensation: Another Layer,Ep 13/13,SUB
531,I Shall Survive Using Potions!,Ep 12/12,"SUB
DUB"
532,Umamusume: Pretty Derby Season 3,Ep 13/13,SUB
533,Migi & Dali,Ep 13/13,"SUB
DUB"
534,The Yuzuki Family's Four Sons,Ep 12/12,SUB
535,Protocol: Rain,Ep 12/12,SUB
536,A Playthrough of a Certain Dude's VRMMO Life,Ep 12/12,SUB
537,Butareba -The Story of a Man Who Turned into a Pig-,Ep 12/12,SUB
538,KamiErabi GOD.app,Ep 12/12,SUB
539,Paradox Live the Animation,Ep 12/12,SUB
540,A Returner's Magic Should Be Special,Ep 12/12,"SUB
DUB"
541,Shy,Ep 12/12,"SUB
DUB"
542,Arknights: Perish in Frost,Ep 8/8,SUB
543,Tearmoon Empire,Ep 12/12,SUB
544,MF Ghost,Ep 12/12,"SUB
DUB"
545,Stardust Telepath,Ep 12/12,SUB
546,Under Ninja,Ep 12/12,SUB
547,Berserk of Gluttony,Ep 12/12,SUB
548,JX Online 3: The Adventure of Shen Jianxin 3rd Season,Ep 11/11,SUB
549,Are You OK? Season 2,Ep 24/24,SUB
550,Lord of All Lords,Ep 9,SUB
551,Mysterious Treasures,Ep 12/12,SUB
552,Otherworldly Evil Monarch,Ep 7,SUB
553,The Invincible,Ep 16/16,SUB
554,The Richest Man in Game,Ep 8,SUB
555,Close Combat Mage,Ep 20/20,SUB
556,Xi Xing Ji: Kuang Wang,Ep 9/9,SUB
557,The Rich God,Ep 19/20,
558,The Peak of True Martial Arts 3rd Season,Ep 24,SUB
559,The Peak of True Martial Arts 2nd Season,Ep 52/52,SUB
560,The Peak of True Martial Arts,Ep 40/40,SUB
561,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Ep 1/1,SUB
562,"Watt's Up, Girl?",Ep 12/12,SUB
563,No. 7 West Mars St.,Ep 12/12,SUB
564,Fairies Albums 4,Ep 12/12,SUB
565,Solo Leveling: Specials,Ep 1/1,SUB
566,Bucchigiri?!: Specials,Ep 1/1,SUB
567,PHOENIX: EDEN17,Ep 4/4,SUB
568,Apotheosis 2nd Season,Ep 15/52,SUB
569,Duel Masters Win,Ep 5/29,SUB
570,Ninja Kamui,Ep 13/13,"SUB
DUB"
571,A Record of Mortal's Journey to Immortality Season 3,Ep 22/48,SUB
572,Wonderful Precure!,Ep 16/23,SUB
573,A Record of a Mortal's Journey to Immortality Season 2,Ep 51/51,SUB
574,Kay's Daily Doodles,Ep 12/12,SUB
575,Honor of Kings: Chapter of Glory,Ep 4/4,SUB
576,Youths and Golden Coffin 2: Special,Ep 1/1,SUB
577,Youths and Golden Coffin 2: Part 2,Ep 16/16,SUB
578,The Legend of Sword Domain 3rd Season,Ep 21,SUB
579,Xiong Bing Lian 3: Leiting Wan Jun,Ep 27/27,SUB
580,Super Seminary Sixth Season,Ep 26/26,SUB
581,Isekai Onsen Paradise [UNCENSORED],Ep 12/12,SUB
582,Since The Red Moon Appeared,Ep 16,SUB
583,Painting Jianghu: The Legend of Tiangang,Ep 1/1,SUB
584,Shangri-La Frontier Special,Ep 1/1,"SUB
DUB"
585,The Fabulous Sword God,Ep 156/156,SUB
586,Spirits in Chinese Brushes,Ep 12/12,SUB
587,Tales of Wedding Rings [Uncensored],Ep 12/12,SUB
588,Tenjin,Ep 1/1,SUB
589,Chained Soldier [Uncensored],Ep 12/12,SUB
590,Boku no Kokoro no Yabai Yatsu: Twi-Yaba,Ep 1/1,SUB
591,Gushing over Magical Girls [Uncensored],Ep 13/13,SUB
592,The Little Master's Better Life,Ep 12/12,SUB
593,Thirty-six Cavalry,Ep 13/13,SUB
594,The Eternal Strife,Ep 16/16,SUB
595,The Abyss Game,Ep 16/16,SUB
596,Summer Punch,Ep 16/16,SUB
597,Rascal Does Not Dream of a Sister Venturing Out,Ep Full,SUB
598,My Daemon,Ep 13/13,"SUB
DUB"
599,Pokemon Concierge,Ep 4/4,"SUB
DUB"
600,Oomuro-ke: Dear Sisters,Ep Full,SUB
601,Ya Boy Kongming!: Road to Summer Sonia,Ep Full,SUB
602,First Trip Alone,Ep 1/1,SUB
603,The Age of Cosmos Exploration,Ep 12/12,SUB
604,Agate: 2nd Season,Ep 15/15,SUB
605,Monsters: 103 Mercies Dragon Damnation,Ep 1/1,"SUB
DUB"
606,Classroom of the Elite III,Ep 13/13,"SUB
DUB"
607,Tsukimichi -Moonlit Fantasy- Season 2,Ep 20,"SUB
DUB"
608,Mashle: Magic and Muscles Season 2,Ep 12/12,"SUB
DUB"
609,Chained Soldier,Ep 12/12,SUB
610,The Dangers in My Heart Season 2,Ep 13/13,SUB
611,Bottom-Tier Character Tomozaki 2nd Stage,Ep 13/13,"SUB
DUB"
612,Blue Exorcist: Shimane Illuminati Saga,Ep 12/12,"SUB
DUB"
613,A Sign of Affection,Ep 12/12,"SUB
DUB"
614,"Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside Season 2",Ep 12/12,"SUB
DUB"
615,Hokkaido Gals Are Super Adorable!,Ep 12/12,"SUB
DUB"
616,The Witch and the Beast,Ep 12/12,"SUB
DUB"
617,"My Instant Death Ability is So Overpowered, No One in This Other World Stands a Chance Against Me!",Ep 12/12,SUB
618,Metallic Rouge,Ep 13/13,"SUB
DUB"
619,Tales of Wedding Rings,Ep 12/12,"SUB
DUB"
620,The Wrong Way to Use Healing Magic,Ep 13/13,"SUB
DUB"
621,Urusei Yatsura (2022) 2nd Season,Ep 18,SUB
622,The Foolish Angel Dances with the Devil,Ep 12/12,"SUB
DUB"
623,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,Ep 12/12,SUB
624,Shaman King: Flowers,Ep 13/13,SUB
625,Doctor Elise: The Royal Lady with the Lamp,Ep 12/12,SUB
626,High Card Season 2,Ep 12/12,SUB
627,Ishura,Ep 12/12,SUB
628,Kingdom Season 5,Ep 13/13,SUB
629,The Weakest Tamer Began a Journey to Pick Up Trash,Ep 12/12,"SUB
DUB"
630,The Unwanted Undead Adventurer,Ep 12/12,SUB
631,Gushing over Magical Girls,Ep 13/13,SUB
632,Mr. Villain's Day Off,Ep 12/12,SUB
633,Fluffy Paradise,Ep 12/12,SUB
634,Time Prisoner 2,Ep 12/12,SUB
635,Time Prisoner,Ep 12/12,SUB
636,Keio Flying Squadron,Ep 1/1,SUB
637,Firefighter Daigo: Rescuer in Orange Recap,Ep 2/2,SUB
638,"Spare Me, Great Lord! 2nd Season",Ep 12/12,SUB
639,Fabulous Beasts 3rd Season,Ep 1/12,SUB
640,God Troubles Me 4th Season,Ep 12/12,SUB
641,Nirvana of Storm Rider,Ep 1/30,SUB
642,Chibi Godzilla Raids Again,Ep 13/13,SUB
643,Tales of Demons and Gods Season 7,Ep 52/52,SUB
644,Immortality 3rd Season,Ep 6/16,SUB
645,Tales of Demons and Gods Season 5,Ep 104/104,SUB
646,Enter The Garden,Ep 1,SUB
647,Villain Initialization,Ep 6,SUB
648,Boku no Hero Academia: Memories,Ep 4/4,"SUB
DUB"
649,Jade Dynasty,Ep 2/26,SUB
650,I Picked Up An Attribute,Ep 1/16,SUB
651,Super Xiang,Ep 2,SUB
652,Shinkalion: Change the World,Ep 6,SUB
653,Detective Conan: Kid vs. Komei - The Targeted Lips,Ep 1,SUB
654,That Time I Got Reincarnated as a Slime Season 03: Specials,Ep 1/1,"SUB
DUB"
655,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,Ep 6,"SUB
DUB"
656,My Hero Academia Season 7,Ep 3,"SUB
DUB"
657,Kaiju No. 8,Ep 6,"SUB
DUB"
658,Date A Live V,Ep 6,"SUB
DUB"
659,Spice and Wolf: Merchant Meets the Wise Wolf,Ep 8,"SUB
DUB"
660,The Irregular at Magic High School Season 3,Ep 7,"SUB
DUB"
661,Laid-Back Camp Season 3,Ep 7,"SUB
DUB"
662,Whisper Me a Love Song,Ep 6,SUB
663,Go! Go! Loser Ranger!,Ep 6,"SUB
DUB"
664,A Condition Called Love,Ep 7,"SUB
DUB"
665,Black Butler: Public School Arc,Ep 6,"SUB
DUB"
666,Wind Breaker,Ep 7,"SUB
DUB"
667,Grandpa and Grandma Turn Young Again,Ep 7,SUB
668,Mission: Yozakura Family,Ep 7,SUB
669,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,Ep 8,"SUB
DUB"
670,Bartender: Glass of God,Ep 7,SUB
671,An Archdemon's Dilemma: How to Love Your Elf Bride,Ep 8,"SUB
DUB"
672,Chillin' in Another World with Level 2 Super Cheat Powers,Ep 7/12,"SUB
DUB"
673,The Duke of Death and His Maid Season 3,Ep 7,"SUB
DUB"
674,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",Ep 7,SUB
675,Mysterious Disappearances,Ep 6/12,SUB
676,Blue Archive the Animation,Ep 7,SUB
677,Jellyfish Can't Swim in the Night,Ep 7,SUB
678,Re:Monster,Ep 8,"SUB
DUB"
679,The New Gate,Ep 6,SUB
680,The Many Sides of Voice Actor Radio,Ep 6/12,SUB
681,The Fable,Ep 7,SUB
682,The Banished Former Hero Lives as He Pleases,Ep 9,SUB
683,"Studio Apartment, Good Lighting, Angel Included",Ep 8,SUB
684,Vampire Dormitory,Ep 7,"SUB
DUB"
685,"Tadaima, Okaeri",Ep 7,SUB
686,Girls Band Cry,Ep 7,SUB
687,Viral Hit,Ep 6,"SUB
DUB"
688,Astro Note,Ep 7,SUB
689,Highspeed Etoile,Ep 7,SUB
690,Gods' Game We Play,Ep 8/13,"SUB
DUB"
691,That Time I Got Reincarnated as a Slime Season 3,Ep 7,"SUB
DUB"
692,KonoSuba: God's Blessing on This Wonderful World! 3,Ep 6/11,"SUB
DUB"
693,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Ep 2,SUB
694,Train to the End of the World,Ep 8,SUB
695,Salad Bowl of Eccentrics,Ep 7,SUB
696,Yatagarasu: The Raven Does Not Choose Its Master,Ep 7,SUB
697,The iDOLM@STER Shiny Colors,Ep 7,SUB
698,Tonari no Youkai-san,Ep 7,SUB
699,Hey! Tonbo,Ep 7,"SUB
DUB"
700,Nijiyon Animation 2,Ep 7,SUB
701,Himitsu no AiPri,Ep 6,SUB
702,Shadowverse Flame: Arc-hen,Ep 6,SUB
703,The Grimm Variations,Ep 6/6,SUB
704,Mahjong Soul Kan!!,Ep 4,SUB
705,Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2,Ep 9,"SUB
DUB"
706,Time-Patrol Bon,Ep 12,"SUB
DUB"
707,Kuramerukagari,Ep Full,SUB
708,Thrud,Ep 15/15,SUB
709,Sand Land: The Series,Ep 13/13,SUB
710,Youths and Golden Coffin 3,Ep 22,SUB
711,Tata's Rainbow Brainstorm 2,Ep 12/12,SUB
712,Salted Fish,Ep 18/18,SUB
713,Ringing Fate,Ep 12/12,SUB
714,Blade of Dawn,Ep 16,SUB
715,My Stepsister is My Ex-Girlfriend,Ep 12/12,SUB
716,The Tale of The Spirit Stone,Ep 20/40,SUB
717,The Legend of Sky Lord,Ep 100,SUB
718,Classroom of the Elite 2nd Season,Ep 13/13,"SUB
DUB"
719,Overlord IV,Ep 13/13,"SUB
DUB"
720,Fruits Basket: Prelude,Ep Full,"SUB
DUB"
721,K×Drop!!,Ep 1/1,SUB
722,The Westward 4,Ep 12/12,SUB
723,Ling Long: Incarnation Special,Ep 1/1,SUB
724,Massara,Ep 1/1,SUB
725,The Legend and the Hero 4th Season,Ep 42/42,SUB
726,Kakkou no Iinazuke Mini Anime,Ep 22/22,SUB
727,Kenda Master Ken (TV),Ep 10/10,SUB
728,Let Me Check the Walkthrough First,Ep 12/12,SUB
729,Knights on Debris: Spark Reignited,Ep 1/1,SUB
730,Shikimori's Not Just a Cutie Recap,Ep 2/2,SUB
731,Artiswitch,Ep 6/6,SUB
732,Pokémon LEGENDS: Arceus,Ep 3/3,SUB
733,Ghost in the Shell: Stand Alone Complex 2045,Ep Full,"SUB
DUB"
734,Digimon Ghost Game Recap,Ep 1/1,SUB
735,Xue Ying Ling Zhu 3rd Season,Ep 26/26,SUB
736,Interstellar Wanderer,Ep 12/12,SUB
737,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,Ep 11/11,"SUB
DUB"
738,Rift,Ep 13/13,SUB
739,BeyWarriors: Cyborg,Ep 26/26,"SUB
DUB"
740,Ascendance of a Bookworm Season 3 Recap,Ep 2/2,SUB
741,Jantama Pong☆ Episode 0,Ep 1/1,SUB
742,From Common Job Class to the Strongest in the World 2nd Season  Special,Ep 1/1,"SUB
DUB"
743,Detective Conan: Zero no Tea Time,Ep 6/6,"SUB
DUB"
744,Throne of Seal,Ep 26/26,SUB
745,Supreme Galaxy 2nd Season,Ep 112/112,SUB
746,Supreme Galaxy,Ep 45/45,SUB
747,Word of Honor,Ep 24/24,SUB
748,Face on Lie,Ep 16/16,SUB
749,Martial Universe  3rd Season,Ep 12/12,SUB
750,"BASTARD!! Heavy Metal, Dark Fantasy",Ep 13/13,"SUB
DUB"
751,Call of the Night,Ep 13/13,"SUB
DUB"
752,Dragon's Disciple,Ep 16/16,SUB
753,Cap Revolution Bottleman DX,Ep 51/51,SUB
754,Requiem of the Rose King Special,Ep 1/1,"SUB
DUB"
755,Bakugan: Evolutions,Ep 14/26,DUB
756,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Ep 12/12,"SUB
DUB"
757,"Don't Toy with Me, Miss Nagatoro 2nd Season",Ep 12/12,"SUB
DUB"
758,Given: Uragawa no Sonzai,Ep 1/1,SUB
759,Non Non Biyori Nonstop OVA,Ep 1/1,SUB
760,The Westward 3rd season,Ep 20/20,SUB
761,ELF Academy,Ep 10/10,SUB
762,The Soul of Soldier Master,Ep 12/12,SUB
763,Immortality,Ep 12/12,SUB
764,The Indomitable,Ep 16/16,SUB
765,My Journey in an Alternate World,Ep 40/40,SUB
766,Petit Seka,Ep 10/10,SUB
767,Stellar Transformation 4th Season,Ep 16/16,SUB
768,Stellar Transformation 3rd Season,Ep 12/12,SUB
769,Busted! Darklord,Ep 26/26,SUB
770,Irodorimidori,Ep 8/8,SUB
771,Mirage Queen Aime Cirque,Ep 1/1,SUB
772,Tokyo 24-ku: Reversal Film,Ep 1/1,SUB
773,Swallowed Star 2nd Season,Ep 91/104,SUB
774,Kotaro Lives Alone,Ep 10/10,"SUB
DUB"
775,Cat's Tea Specials,Ep 5/5,SUB
776,The Demonic King Who Chases His Wife 3rd Season,Ep 16/16,SUB
777,Fantasy x Hunter,Ep 12/12,SUB
778,Black and White Warriors 3,Ep 12/12,SUB
779,Carp Reborn 3rd Season,Ep 16/16,SUB
780,Odd Taxi Movie: In the Woods,Ep Full,SUB
781,Yuukoku no Moriarty OVA,Ep 2/2,"SUB
DUB"
782,Bubble,Ep 1/1,"SUB
DUB"
783,Onipan!,Ep 12,SUB
784,AMAIM Warrior at the Borderline,Ep 12/12,"SUB
DUB"
785,Kaginado Season 2,Ep 12/12,SUB
786,Mahjong Soul Pon☆,Ep 11/11,SUB
787,Establishment in Life,Ep 12/12,"SUB
DUB"
788,Chiikawa,Ep 92,SUB
789,Shadowverse Flame,Ep 50/50,SUB
790,Shin Ikkitousen,Ep 3/3,"SUB
DUB"
791,Yuu Gi Ou: Go Rush!!,Ep 109,SUB
792,In the Heart of Kunoichi Tsubaki,Ep 13/13,SUB
793,Yatogame-chan Kansatsu Nikki 4th Sea,Ep 10/10,SUB
794,Birdie Wing: Golf Girls' Story,Ep 13/13,SUB
795,Healer Girl,Ep 12/12,SUB
796,Build Divide: Code White,Ep 12/12,SUB
797,Ya Boy Kongming!,Ep 12/12,"SUB
DUB"
798,"Ms. Corporate Slave Wants to be Healed by a Loli Spirit, Shachisaretai",Ep 12/12,SUB
799,Friends Game,Ep 12/12,"SUB
DUB"
800,Deaimon,Ep 12/12,SUB
801,Fanfare of Adolescence,Ep 13/13,SUB
802,"Don't Hurt Me, My Healer!",Ep 12/12,"SUB
DUB"
803,Magia Record: Puella Magi Madoka Magica Side Story Final Season,Ep 4/4,"SUB
DUB"
804,Love All Play,Ep 24/24,SUB
805,Kingdom 4th Season,Ep 26/26,SUB
806,Heroines Run the Show: The Unpopular Girl and the Secret Task,Ep 12/12,"SUB
DUB"
807,Love Live! Nijigasaki High School Idol Club 2nd Season,Ep 13/13,"SUB
DUB"
808,The Dawn of the Witch,Ep 12/12,"SUB
DUB"
809,Ao Ashi,Ep 24/24,"SUB
DUB"
810,Black Rock Shooter:  Dawn Fall,Ep 12/12,"SUB
DUB"
811,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,Ep 12/12,"SUB
DUB"
812,Skeleton Knight in Another World,Ep 12/12,"SUB
DUB"
813,I'm Quitting Heroingl,Ep 12/12,"SUB
DUB"
814,Spy x Family,Ep 12/12,"SUB
DUB"
815,Aharen Is Indecipherable,Ep 12/12,"SUB
DUB"
816,"Komi-san wa, Comyushou desu. 2nd Season",Ep 12/12,"SUB
DUB"
817,The Outcast 4th Season,Ep 12/12,SUB
818,Dr. Slump: Arale-chan,Ep 158/243,SUB
819,Super Dragon Ball Heroes: Ultra God Mission,Ep 10,SUB
820,Super Dragon Ball Heroes: Big Bang Mission!!!,Ep 19,SUB
821,All Saints Street 3,Ep 12/12,SUB
822,Shenmue the Animation,Ep 13/13,"SUB
DUB"
823,Kimetsu Academy: Special Edition,Ep 3/3,"SUB
DUB"
824,The Case Study of Vanitas Episode 12.5 – Recap,Ep 1/1,"SUB
DUB"
825,"Pocket Monsters - The Hallowed God, Arceus",Ep 4/4,SUB
826,ORESUKI Are you the only one who loves me: Game Over,Ep 1/1,SUB
827,Tales of Luminaria the Fateful Crossroad,Ep 2/2,"SUB
DUB"
828,Meng Qi Shi Shen 2nd Season,Ep 12/12,SUB
829,Gensou Sangokushi: Tengen Reishinki,Ep 12/12,SUB
830,World's End Harem,Ep 11/11,SUB
831,Isuca (Uncensored),Ep 10/10,SUB
832,Foodie Boy’s Classic of Mountains & Seas,Ep 41/41,SUB
833,Cat's Tea,Ep 12/12,SUB
834,Miss Kobayashi's Dragon Maid S: Japanese Hospitality - Attendance is a Dragon,Ep 1/1,"SUB
DUB"
835,Eien no 831,Ep 1/1,"SUB
DUB"
836,Mushoku Tensei: Isekai Ittara Honki Dasu Special,Ep 1/1,"SUB
DUB"
837,Strike the Blood Final,Ep 4/4,SUB
838,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,Ep 1/1,"SUB
DUB"
839,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Tokubetsu-hen,Ep 1/1,SUB
840,86-Eighty Six- Special Edition - Coquelicots Blooming Across the Battlefield,Ep 1/1,SUB
841,One Piece: Barto's Secret Room,Ep 4/4,SUB
842,Yami Shibai 10,Ep 13/13,SUB
843,Delicious Party♡Precure,Ep 45/45,SUB
844,Atasha Kawajiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu,Ep 24/24,SUB
845,Ninjala (TV),Ep 117,SUB
846,Sorairo Utility,Ep 1/1,SUB
847,Ryman's Club,Ep 12/12,"SUB
DUB"
848,Kaijin Kaihatsu-bu no Kuroitsu-san,Ep 12/12,"SUB
DUB"
849,Tribe Nine,Ep 12/12,"SUB
DUB"
850,Police in a Pod,Ep 13/13,SUB
851,Tokyo Twenty Fourth Ward,Ep 12/12,"SUB
DUB"
852,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,Ep 12/12,"SUB
DUB"
853,Teasing Master Takagi-san 3,Ep 12/12,"SUB
DUB"
854,The Case Study of Vanitas Part 2,Ep 12/12,"SUB
DUB"
855,How a Realist Hero Rebuilt the Kingdom Part 2,Ep 13/13,"SUB
DUB"
856,My Dress-Up Darling,Ep 12/12,"SUB
DUB"
857,My First Girlfriend is a Gal (Uncensored),Ep 10/10,"SUB
DUB"
858,Domestic Girlfriend (Uncensored),Ep 12/12,"SUB
DUB"
859,The Faraway Paladin (Special): The Path Taken,Ep 1/1,"SUB
DUB"
860,86 EIGHTY-SIX Season 2 Recap,Ep 3/2,SUB
861,Scissor Seven Specials,Ep 4/4,"SUB
DUB"
862,Ancient Girl's-Frame,Ep 12/12,SUB
863,LUPIN THE 3rd PART 6 Episode 0,Ep 1/1,"SUB
DUB"
864,Quanzhi Fashi 5th Season,Ep 12/12,SUB
865,Bright: Samurai Soul,Ep 1/1,"SUB
DUB"
866,Kaginado,Ep 12/12,SUB
867,Deep Insanity: The Lost Child,Ep 12/12,"SUB
DUB"
868,Super Crooks,Ep 13/13,"SUB
DUB"
869,Battle Spirits: Mirage,Ep 4/4,SUB
870,Can I Make Your Ears Happy in 180 Seconds?,Ep 12/12,SUB
871,The Demon Slayer: Kimetsu no Yaiba Mugen Train Arc TV,Ep 7/7,"SUB
DUB"
872,LUPIN THE 3rd PART 6,Ep 24/24,"SUB
DUB"
873,Build Divide: Code Black,Ep 12/12,SUB
874,Cinderella Nine: The Story Continues Special,Ep 1/1,SUB
875,The Faraway Paladin,Ep 12/12,"SUB
DUB"
876,Waccha PriMagi!,Ep 51/51,SUB
877,Digimon Ghost Game,Ep 67/67,SUB
878,Komi Can't Communicate,Ep 12/12,"SUB
DUB"
879,Gunma-chan,Ep 13/13,SUB
880,The Heike Story,Ep 11/11,"SUB
DUB"
881,Restaurant to Another World 2,Ep 12/12,"SUB
DUB"
882,Let's Make a Mug Too,Ep 12/12,SUB
883,"""Deji"" Meets Girl",Ep 12/12,SUB
884,Star Wars: Visions,Ep 9/9,"SUB
DUB"
885,Tawawa on Monday Two,Ep 12/12,SUB
886,"Do Your Best, Douki-chan, Senpai is Mine",Ep 12/12,SUB
887,Voltage Fighter Gowcaizer: OVA,Ep 1/1,"SUB
DUB"
888,Link Click: Troubles of Ordinary People,Ep 1/1,SUB
889,Robotech: The Shadow Chronicles,Ep Full,DUB
890,Robotech II: The Sentinels,Ep Full,DUB
